timestamp,Rice,Wheat,Sugar,Potato,Onion,Tomato
02-09-2009,1416.67,1128.0,3050.0,1270.83,914.5,2066.666667
03-09-2009,1483.33,1267.0,3016.67,1320.83,964.5,2071.428571
04-09-2009,1750.0,1125.0,3133.33,1450.0,954.0,2076.190476
05-09-2009,1629.166667,1130.0,3149.303333,1433.333333,946.4166667,2080.952381
06-09-2009,1508.333333,1135.0,3165.276667,1416.666667,938.8333333,2085.714286
07-09-2009,1387.5,1140.0,3181.25,1400.0,931.25,2090.47619
08-09-2009,1386.25,1136.67,3112.5,1387.5,968.75,2095.238095
09-09-2009,1651.67,1572.0,3152.0,1521.33,879.0,2100.0
10-09-2009,1465.83,1262.0,3133.33,1322.83,904.17,2104.761905
11-09-2009,1616.67,1272.0,3116.67,1422.83,916.67,2109.52381
12-09-2009,1611.113333,1328.666667,3080.556667,1426.72,887.78,2114.285714
13-09-2009,1605.556667,1385.333333,3044.443333,1430.61,858.89,2119.047619
14-09-2009,1600.0,1442.0,3008.33,1434.5,830.0,2123.809524
15-09-2009,1540.0,1327.5,3010.0,1361.4,876.0,2128.571429
16-09-2009,1522.5,1301.43,3071.25,1437.62,938.38,2133.333333
17-09-2009,1540.0,1352.5,3070.0,1357.4,888.4,2138.095238
18-09-2009,1662.5,1322.5,3017.5,1278.0,755.5,2142.857143
19-09-2009,1659.375,1321.875,3029.7925,1281.1675,751.7925,2147.619048
20-09-2009,1656.25,1321.25,3042.085,1284.335,748.085,2152.380952
21-09-2009,1653.125,1320.625,3054.3775,1287.5025,744.3775,2157.142857
22-09-2009,1650.0,1320.0,3066.67,1290.67,740.67,2161.904762
23-09-2009,1503.33,1262.0,3015.83,1458.67,845.33,2166.666667
24-09-2009,1470.0,1296.25,3006.0,1536.0,967.4,2171.428571
25-09-2009,1550.0,1311.67,3043.33,1570.67,945.67,2176.190476
26-09-2009,1571.875,1335.835,3033.33,1535.335,902.0025,2180.952381
27-09-2009,1593.75,1360.0,3023.33,1500.0,858.335,2185.714286
28-09-2009,1615.625,1384.165,3013.33,1464.665,814.6675,2190.47619
29-09-2009,1637.5,1408.33,3003.33,1429.33,771.0,2195.238095
30-09-2009,1518.0,1272.5,3043.0,1457.0,940.0,2200.0
01-10-2009,1496.43,1330.83,3012.86,1494.71,1121.43,2204.761905
02-10-2009,1477.01,1287.23,3039.645,1498.5325,1187.9475,2209.52381
03-10-2009,1457.59,1243.63,3066.43,1502.355,1254.465,2214.285714
04-10-2009,1438.17,1200.03,3093.215,1506.1775,1320.9825,2219.047619
05-10-2009,1418.75,1156.43,3120.0,1510.0,1387.5,2223.809524
06-10-2009,1460.71,1247.5,3042.86,1484.0,1444.71,2228.571429
07-10-2009,1487.78,1259.38,3027.44,1620.33,1619.22,2233.333333
08-10-2009,1521.43,1232.5,3078.57,1505.43,1407.14,2238.095238
09-10-2009,1493.75,1247.86,3032.5,1481.25,1561.0,2242.857143
10-10-2009,1508.93,1243.296667,3044.046667,1489.88,1537.096667,2247.619048
11-10-2009,1524.11,1238.733333,3055.593333,1498.51,1513.193333,2252.380952
12-10-2009,1539.29,1234.17,3067.14,1507.14,1489.29,2257.142857
13-10-2009,1559.38,1247.86,3023.75,1539.12,1707.88,2261.904762
14-10-2009,1545.0,1323.75,3028.0,1597.6,1767.6,2266.666667
15-10-2009,1550.0,1260.83,3022.86,1493.57,1746.43,2271.428571
16-10-2009,1520.0,1343.75,3038.0,1545.0,1605.0,2276.190476
17-10-2009,1533.333333,1278.166667,3071.333333,1488.333333,1511.666667,2280.952381
18-10-2009,1546.666667,1212.583333,3104.666667,1431.666667,1418.333333,2285.714286
19-10-2009,1560.0,1147.0,3138.0,1375.0,1325.0,2290.47619
20-10-2009,1604.17,1205.83,3167.5,1431.33,1218.83,2295.238095
21-10-2009,1520.45,1232.0,3161.55,1518.18,1494.82,2300.0
22-10-2009,1503.57,1214.17,3184.29,1532.86,1485.71,2304.761905
23-10-2009,1533.33,1142.0,3234.17,1369.67,1343.83,2309.52381
24-10-2009,1505.553333,1166.89,3217.78,1439.196667,1481.136667,2314.285714
25-10-2009,1477.776667,1191.78,3201.39,1508.723333,1618.443333,2319.047619
26-10-2009,1450.0,1216.67,3185.0,1578.25,1755.75,2323.809524
27-10-2009,1600.0,1372.0,3196.0,1670.0,1715.0,2328.571429
28-10-2009,1630.0,1403.89,3221.67,1706.89,1729.56,2333.333333
29-10-2009,1300.0,1175.0,3216.67,1716.67,1900.0,2338.095238
30-10-2009,1537.5,1232.5,3287.5,1662.5,1668.75,2342.857143
31-10-2009,1496.875,1265.2075,3291.875,1684.375,1654.6875,2347.619048
01-11-2009,1456.25,1297.915,3296.25,1706.25,1640.625,2352.380952
02-11-2009,1415.625,1330.6225,3300.625,1728.125,1626.5625,2357.142857
03-11-2009,1375.0,1363.33,3305.0,1750.0,1612.5,2361.904762
04-11-2009,1437.5,1160.0,3323.75,1687.5,1825.0,2366.666667
05-11-2009,1555.0,1312.5,3635.0,1707.6,1690.0,2371.428571
06-11-2009,1512.5,1278.33,3393.75,1725.0,1687.5,2376.190476
07-11-2009,1579.166667,1293.886667,3437.5,1693.11,1670.89,2380.952381
08-11-2009,1645.833333,1309.443333,3481.25,1661.22,1654.28,2385.714286
09-11-2009,1712.5,1325.0,3525.0,1629.33,1637.67,2390.47619
10-11-2009,1491.67,1250.0,3650.0,1429.33,1529.0,2395.238095
11-11-2009,1662.5,1455.83,3558.33,1493.67,1602.0,2400.0
12-11-2009,1481.25,1520.0,3495.0,1637.5,1812.5,2400.0
13-11-2009,1555.0,1483.75,3520.0,1512.0,1655.0,2400.0
14-11-2009,1611.666667,1489.166667,3500.833333,1451.75,1613.75,2125.0
15-11-2009,1668.333333,1494.583333,3481.666667,1391.5,1572.5,1850.0
16-11-2009,1725.0,1500.0,3462.5,1331.25,1531.25,1575.0
17-11-2009,1875.0,1675.0,3450.0,1081.0,1487.5,1300.0
18-11-2009,1775.0,1693.4,3384.6,1492.4,1641.6,1375.0
19-11-2009,1885.0,1602.5,3416.0,1480.0,1790.0,1450.0
20-11-2009,1946.43,1475.0,3477.14,1582.14,1858.86,1400.0
21-11-2009,1847.62,1479.166667,3481.843333,1461.01,1831.906667,1433.333333
22-11-2009,1748.81,1483.333333,3486.546667,1339.88,1804.953333,1466.666667
23-11-2009,1650.0,1487.5,3491.25,1218.75,1778.0,1500.0
24-11-2009,1900.0,1565.0,3429.17,1379.17,1935.33,1500.0
25-11-2009,1637.88,1628.57,3448.38,1416.12,1623.38,1350.0
26-11-2009,1533.33,1680.0,3386.67,1450.0,2133.33,1200.0
27-11-2009,2045.83,1532.0,3469.29,1389.67,1725.0,1400.0
28-11-2009,1995.61,1459.89,3286.36,1303.046667,1586.276667,1203.333333
29-11-2009,1945.39,1387.78,3103.43,1216.423333,1447.553333,1006.666667
30-11-2009,1895.17,1315.67,2920.5,1129.8,1308.83,810.0
01-12-2009,1474.43,1149.0,2960.57,999.83,1407.57,416.5
02-12-2009,1306.83,1209.83,2919.83,1079.0,1427.5,23.0
03-12-2009,1089.2,962.25,2806.8,1064.8,1465.6,24.0
04-12-2009,1550.11,1294.38,3073.0,1319.22,1486.89,24.0
05-12-2009,1533.453333,1268.753333,3046.143333,1267.146667,1459.496667,24.0
06-12-2009,1516.796667,1243.126667,3019.286667,1215.073333,1432.103333,24.0
07-12-2009,1500.14,1217.5,2992.43,1163.0,1404.71,24.0
08-12-2009,1845.86,1275.0,2956.71,1173.0,1419.0,712.0
09-12-2009,1412.4,1355.33,3094.2,1225.3,1365.8,24.0
10-12-2009,1886.83,1300.83,2806.17,1132.4,1297.0,712.5
11-12-2009,2162.5,1546.25,3935.0,1247.0,1650.0,859.375
12-12-2009,2082.523333,1591.5,3746.096667,1295.62,1617.856667,1006.25
13-12-2009,2002.546667,1636.75,3557.193333,1344.24,1585.713333,1153.125
14-12-2009,1922.57,1682.0,3368.29,1392.86,1553.57,1300.0
15-12-2009,1430.75,1377.29,2972.75,1232.12,1498.12,612.5
16-12-2009,1395.75,1312.14,2991.5,1109.38,1474.62,1262.5
17-12-2009,1382.71,1407.17,2866.86,1228.43,1475.86,1212.5
18-12-2009,1377.17,1306.67,2878.5,1096.33,1436.33,25.0
19-12-2009,1402.32,1344.016667,2921.75,1092.47,1490.22,320.8333333
20-12-2009,1427.47,1381.363333,2965.0,1088.61,1544.11,616.6666667
21-12-2009,1452.62,1418.71,3008.25,1084.75,1598.0,912.5
22-12-2009,1432.67,1341.2,2857.5,985.83,1534.5,25.0
23-12-2009,2191.75,1764.67,3473.75,1131.25,1763.5,2200.0
24-12-2009,1326.0,1071.33,2657.75,662.25,1146.5,25.0
25-12-2009,1407.5,1238.964,2807.0,822.3,1303.9,220.8333333
26-12-2009,1489.0,1406.598,2956.25,982.35,1461.3,416.6666667
27-12-2009,1570.5,1574.232,3105.5,1142.4,1618.7,612.5
28-12-2009,1652.0,1741.866,3254.75,1302.45,1776.1,808.3333333
29-12-2009,1733.5,1909.5,3404.0,1462.5,1933.5,1004.166667
30-12-2009,1678.33,1621.8,3593.0,905.5,1695.67,1200.0
31-12-2009,2291.75,1802.25,3648.25,1213.5,1728.25,1000.0
01-01-2010,2080.0,1689.75,3624.6,1105.0,1819.2,1200.0
02-01-2010,2097.8,1706.1,3629.4,1138.083333,1782.216667,1133.333333
03-01-2010,2115.6,1722.45,3634.2,1171.166667,1745.233333,1066.666667
04-01-2010,2133.4,1738.8,3639.0,1204.25,1708.25,1000.0
05-01-2010,1753.4,1698.8,3814.0,1128.4,1646.6,1200.0
