,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,timestamp
0,1510.71,1172.86,1300,2732.14,4071.43,3428.57,3685.71,5058.33,1994.29,,8446,7578.2,4230.57,7000.33,8123,5287,,10250,904,362.43,1117.86,600,01-01-2009
1,1512.5,1260,1381.67,2716.67,4050,3566.67,3883.33,5072,1955,,7797.2,7402,4333.33,6437.75,7417.25,4611.33,,8000,924,462.5,1166.67,600,02-01-2009
2,1518.333333,1240,1371.113333,2749.446667,4073.333333,3579.446667,3852.22,5105.333333,1972.666667,,8160.633333,7482.556667,4426.42,6473.5,7459.943333,4619.11,,9500,924.6666667,453.6666667,1287.78,584.6153846,03-01-2009
3,1524.166667,1220,1360.556667,2782.223333,4096.666667,3592.223333,3821.11,5138.666667,1990.333333,,8524.066667,7563.113333,4519.51,6509.25,7502.636667,4626.89,,11000,925.3333333,444.8333333,1408.89,569.2307692,04-01-2009
4,1530,1200,1350,2815,4120,3605,3790,5172,2008,,8887.5,7643.67,4612.6,6545,7545.33,4634.67,,12500,926,436,1530,553.8461538,05-01-2009
5,1533.33,1266.67,1350,2779.17,4087.5,3704.17,3825,5172,1996.67,,8490,7546,4510.5,6545,7545.33,4664.67,,12500,926,500.83,1558.33,538.4615385,06-01-2009
6,1530,1200,1350,2815,4105,3605,3790,5172,2016,,8887.5,7546,4632.8,6611.67,7562,4714.67,,12500,926,462.4,1650,523.0769231,07-01-2009
7,1583.75,1300,1383.335,2816.875,4180.625,3668.125,3913.75,5258,2006.75,,8108.75,7564.25,4553.4,5805.835,6456,4289.835,,12500,943,576.45,1681.25,507.6923077,08-01-2009
8,1637.5,1400,1416.67,2818.75,4256.25,3731.25,4037.5,5344,1997.5,,7330,7582.5,4474,5000,5350,3865,,12500,960,690.5,1712.5,492.3076923,09-01-2009
9,1637.5,1400,1432.223333,2818.75,4264.583333,3731.25,4037.5,5344,1997.5,,7341.11,7582.5,4474,5000,5333.333333,3865,,12500,960,690.5,1695.833333,476.9230769,10-01-2009
10,1637.5,1400,1447.776667,2818.75,4272.916667,3731.25,4037.5,5344,1997.5,,7352.22,7582.5,4474,5000,5316.666667,3865,,12500,960,690.5,1679.166667,461.5384615,11-01-2009
11,1637.5,1400,1463.33,2818.75,4281.25,3731.25,4037.5,5344,1997.5,,7363.33,7582.5,4474,5000,5300,3865,,12500,960,690.5,1662.5,446.1538462,12-01-2009
12,1700,1160,1310,2975,4350,3725,3800,5400,2160,,9890,7765,4725,5266.666667,5844.333333,4032.5,,12500,960,225,1050,430.7692308,13-01-2009
13,1575,1190,1405,2987.5,4325,3512.5,4000,5344,2130,,9890,7582.5,4179,5533.333333,6388.666667,4200,,12500,910,337.5,1362.5,415.3846154,14-01-2009
14,1650,1353.33,1265,2691.67,4183.33,3508.33,3700,5200,2053.33,,7738.67,7382.5,4352.67,5800,6933,4200,,10250,955,465,1208.33,400,15-01-2009
15,1550,1200,1326.67,2791.67,4250,3341.67,3766.67,5229.33,2120,,8608,7388.33,4218,5800,6933,4200,,10250,923.33,281.67,1287.33,400,16-01-2009
16,1560,1256,1355.28,2776.113333,4266.666667,3422.78,3814.446667,5229.33,2100,,8177.5,7388.33,4271.133333,5666.666667,6644.166667,4066.666667,,10250,934.72,364.1133333,1328.22,400,17-01-2009
17,1570,1312,1383.89,2760.556667,4283.333333,3503.89,3862.223333,5229.33,2080,,7747,7388.33,4324.266667,5533.333333,6355.333333,3933.333333,,10250,946.11,446.5566667,1369.11,400,18-01-2009
18,1580,1368,1412.5,2745,4300,3585,3910,5229.33,2060,,7316.5,7388.33,4377.4,5400,6066.5,3800,,10250,957.5,529,1410,400,19-01-2009
19,1600,1313.33,1483.33,2858.33,4400,3708.33,4066.67,5381.5,2113.33,,8020,7582.5,4562.67,5000,5150,3740,,12500,960,500,1508.33,400,20-01-2009
20,1562.5,1325,1333.33,2793.75,4393.75,3456.25,3975,5279.33,2112.5,,7672,7388.33,4013.5,5800,6933,4200,,10250,923.33,492.5,1431.25,400,21-01-2009
21,1528.57,1277.14,1350,2782.14,4253.57,3539.29,3842.86,5167.6,2105.71,,8096,7384.5,4372.29,6483.5,7329.75,4618,,10250,930,500,1575,500,22-01-2009
22,1531.25,1207.5,1362.5,2762.5,4150,3650,3750,5200,2122.5,,8862.5,7655.5,4858.25,6667,7495.33,4837,,12500,942.5,437.5,1584.25,500,23-01-2009
23,1523.4375,1215.125,1349.6875,2776.875,4161.25,3607.5,3782.5,5205.5,2121.875,,8850,7634.2075,4703.8375,6900.375,7800.9975,4949.5,,12500,930,453.125,1592.5375,500,24-01-2009
24,1515.625,1222.75,1336.875,2791.25,4172.5,3565,3815,5211,2121.25,,8837.5,7612.915,4549.425,7133.75,8106.665,5062,,12500,917.5,468.75,1600.825,500,25-01-2009
25,1507.8125,1230.375,1324.0625,2805.625,4183.75,3522.5,3847.5,5216.5,2120.625,,8825,7591.6225,4395.0125,7367.125,8412.3325,5174.5,,12500,905,484.375,1609.1125,500,26-01-2009
26,1500,1238,1311.25,2820,4195,3480,3880,5222,2120,,8812.5,7570.33,4240.6,7600.5,8718,5287,,12500,892.5,500,1617.4,500,27-01-2009
27,1532.14,1214.29,1257.5,2800,4367.86,3357.14,3871.43,5214.67,2139.29,,8318.17,7455.4,4229,6700,7700.5,6035.67,,10166.67,920,428.57,1557.14,500,28-01-2009
28,1545,1284,1361.25,2860,4275,3660,3960,5200,2113,,8220,7655.5,4560.6,6683.67,7478.67,4827,,12500,942.5,490,1480,500,29-01-2009
29,1658.33,1293.33,1348.33,2833.33,4633.33,3366.67,4100,5500,2133.33,,7707.67,7789,4140.33,5666,6633,7533,,11250,980,483.33,1387.33,500,30-01-2009
30,1612.846667,1258.886667,1337.803333,2860.136667,4585.97,3413.196667,4045.833333,5416.57,2143.886667,,7934.113333,7635.89,4196.553333,5888.5,6898.056667,6550.416667,,11125,963.81,449.3033333,1381.136667,500,31-01-2009
31,1567.363333,1224.443333,1327.276667,2886.943333,4538.61,3459.723333,3991.666667,5333.14,2154.443333,,8160.556667,7482.78,4252.776667,6111,7163.113333,5567.833333,,11000,947.62,415.2766667,1374.943333,500,01-02-2009
32,1521.88,1190,1316.75,2913.75,4491.25,3506.25,3937.5,5249.71,2165,,8387,7329.67,4309,6333.5,7428.17,4585.25,,10875,931.43,381.25,1368.75,500,02-02-2009
33,1496.43,1203.57,1347.71,2958.57,4432.86,3521.43,3942.86,5231.33,2185.71,,8550.33,7255,4305.57,6506.8,7587.2,4691.33,,11166.67,920,392.86,1407.14,500,03-02-2009
34,1514.44,1243.33,1363.56,2905.56,4433.33,3511.11,3994.44,5131.33,2205,,7974.62,7155.67,4403,6037.86,6725.33,4308.2,,10875,964.44,414.44,1322.22,500,04-02-2009
35,1495.83,1216.67,1389,3053.33,4405,3550,4066.67,5357.6,2229.17,,8853.8,7577,4352,6650.25,7800.75,4691.33,,12750,914,438.33,1456.17,500,05-02-2009
36,1510.71,1200,1363.57,2988.57,4418.57,3528.57,3942.86,5281.33,2229.29,,8622.67,7501.6,4349.29,6406.8,7507.2,4585.25,,11666.67,928.33,418.57,1376.71,500,06-02-2009
37,1515.473333,1191.666667,1375.156667,3073.49,4536.823333,3607.936667,4028.573333,5363.996667,2263.97,,8872.28,7534.176667,4405.636667,6448.866667,7893.8,4456.833333,,12027.78,922.22,393.49,1346.916667,500,07-02-2009
38,1520.236667,1183.333333,1386.743333,3158.41,4655.076667,3687.303333,4114.286667,5446.663333,2298.65,,9121.89,7566.753333,4461.983333,6490.933333,8280.4,4328.416667,,12388.89,916.11,368.41,1317.123333,500,08-02-2009
39,1525,1175,1398.33,3243.33,4773.33,3766.67,4200,5529.33,2333.33,,9371.5,7599.33,4518.33,6533,8667,4200,,12750,910,343.33,1287.33,500,09-02-2009
40,1475,1145,1336.25,2962.5,4312.5,3400,3900,5272,2237.5,,9865.33,7457,4386.25,7600.5,8718,5287,,12500,892.5,366.75,1465.5,500,10-02-2009
41,1497.5,1196.88,1347.43,2921.88,4415.62,3500,4056.25,5181.33,2220.62,,8143.71,7051.17,4303.88,6301.6,7217.25,4585.25,,11687.5,886.88,438.12,1307.75,500,11-02-2009
42,1500,1236,1391,2930,4330,3400,4020,5350,2210,,8799,7334.67,4169,6700.33,7478.67,4691.33,,12500,914,496,1402.4,500,12-02-2009
43,1498.33,1220,1390.5,3050,4458.33,3550,4041.67,5420,2208.33,,8779.2,7459.25,4329.67,6667,7775.75,4691.33,,12750,914,436.17,1456.17,500,13-02-2009
44,1498.886667,1225.333333,1390.666667,3010,4415.553333,3513.333333,4021.113333,5396.666667,2200.553333,,8785.8,7417.723333,4276.113333,6678.11,7676.723333,4691.33,,12666.66667,914,442.78,1446.58,500,14-02-2009
45,1499.443333,1230.666667,1390.833333,2970,4372.776667,3476.666667,4000.556667,5373.333333,2192.776667,,8792.4,7376.196667,4222.556667,6689.22,7577.696667,4691.33,,12583.33333,914,449.39,1436.99,500,15-02-2009
46,1500,1236,1391,2930,4330,3440,3980,5350,2185,,8799,7334.67,4169,6700.33,7478.67,4691.33,,12500,914,456,1427.4,500,16-02-2009
47,1505.71,1290.71,1405.43,2978.57,4557.14,3585.71,4100,5212,2171.43,,7764.33,7009.75,4379.57,6164.17,7106,4351,,10500,936.67,461.43,1471.43,500,17-02-2009
48,1492.22,1205.89,1352.62,2998.33,4525,3616.67,4016.67,5242.86,2219.44,,8150.38,6966.86,4358.33,6372.5,7567.2,4691.33,,11850,880.62,434.44,1369.44,500,18-02-2009
49,1499.29,1217.14,1365,2987.14,4457.14,3507.14,4004.29,5250,2210.71,,8449.33,7174.2,4297,6440.2,7607.2,4758,,11166.67,920,398.86,1425,500,19-02-2009
50,1485,1208.57,1365,2987.14,4457.14,3508.57,4005.71,5233.33,2210.71,,8437.17,7174.2,4297,6440.2,7607.2,4758,,11166.67,920,398.86,1417.86,500,20-02-2009
51,1540,1200.713333,1361.666667,3008.093333,4554.76,3572.38,3937.14,5288.886667,2248.806667,,8872.446667,7371.133333,4427.333333,6641.3175,7880.65,4877.75,,11611.11333,933.3333333,374.24,1295.24,500,21-02-2009
52,1595,1192.856667,1358.333333,3029.046667,4652.38,3636.19,3868.57,5344.443333,2286.903333,,9307.723333,7568.066667,4557.666667,6842.435,8154.1,4997.5,,12055.55667,946.6666667,349.62,1172.62,500,22-02-2009
53,1650,1185,1355,3050,4750,3700,3800,5400,2325,,9743,7765,4688,7043.5525,8427.55,5117.25,,12500,960,325,1050,500,23-02-2009
54,1459,1134,1353,3102,4440,3592,3956,5380,2255,,9547.5,7467.75,4542.4,7244.67,8701,5237,,12750,892.5,378.4,1512.4,500,24-02-2009
55,1496.88,1268.75,1411.5,3079.38,4534.38,3701.25,4116.25,5380,2215.62,,8107.43,7351.6,4530.88,6153,7157.2,4348.5,,12833.33,961.43,459,1445.25,500,25-02-2009
56,1612.5,1421.25,1453.75,2862.5,4762.5,3650,4087.5,4950,2156.25,,6856.5,6682.5,4355.5,4927.67,5361,3475,,10250,992.5,478,1215.5,500,26-02-2009
57,1600,1447.5,1503.75,2962.5,4737.5,3775,4250,5100,2175,,6790,7229,4245.5,4600,4650,3690,,12500,995,583,1240.5,508.6206897,27-02-2009
58,1563.333333,1363.89,1463.056667,3026.11,4741.666667,3777.776667,4205.556667,5144.443333,2222.223333,,7582.833333,7267.333333,4320.89,5244.333333,6100,3826.666667,,12583.33333,980,511.5,1249.833333,517.2413793,28-02-2009
59,1526.666667,1280.28,1422.363333,3089.72,4745.833333,3780.553333,4161.113333,5188.886667,2269.446667,,8375.666667,7305.666667,4396.28,5888.666667,7550,3963.333333,,12666.66667,965,440,1259.166667,525.862069,01-03-2009
60,1490,1196.67,1381.67,3153.33,4750,3783.33,4116.67,5233.33,2316.67,,9168.5,7344,4471.67,6533,9000,4100,,12750,950,368.5,1268.5,534.4827586,02-03-2009
61,1526.67,1216.67,1392,3206.67,4883.33,3816.67,4206.67,5233.33,2293.33,,9168.5,7377,4460.33,6533,8667,4100,,12750,950,368.5,1318.5,543.1034483,03-03-2009
62,1600,1370,1482.5,2875,4525,3725,4025,4900,2137.5,,7485,7765,3957.5,4700,4800,3600,,12500,970,587.5,1118.5,551.7241379,04-03-2009
63,1600,1340,1482.5,2875,4525,3725,3975,4900,2200,,7498.5,7619,3939,4600,5000,3600,,12500,970,593.5,1068.5,560.3448276,05-03-2009
64,1600,1340,1482.5,2875,4525,3725,3975,4900,2200,,7498.5,7619,3939,4600,5000,3600,,12500,970,593.5,1068.5,568.9655172,06-03-2009
65,1589.583333,1350.416667,1495.583333,2887.5,4529.166667,3745.833333,4062.5,4883.333333,2206.083333,,7502.333333,7351.776667,3938.083333,4655.5,5055.5,3722.223333,,12616.66667,965.8333333,596.9166667,1064.416667,577.5862069,07-03-2009
66,1579.166667,1360.833333,1508.666667,2900,4533.333333,3766.666667,4150,4866.666667,2212.166667,,7506.166667,7084.553333,3937.166667,4711,5111,3844.446667,,12733.33333,961.6666667,600.3333333,1060.333333,586.2068966,08-03-2009
67,1568.75,1371.25,1521.75,2912.5,4537.5,3787.5,4237.5,4850,2218.25,,7510,6817.33,3936.25,4766.5,5166.5,3966.67,,12850,957.5,603.75,1056.25,594.8275862,09-03-2009
68,1554.166667,1296.666667,1469.5,2883.333333,4566.666667,3741.666667,4041.666667,4691.666667,2238,,7681.833333,7084.553333,4156.333333,4876,5390.285714,4050.0025,,12733.33333,865.8333333,556.6666667,1026.166667,603.4482759,10-03-2009
69,1539.583333,1222.083333,1417.25,2854.166667,4595.833333,3695.833333,3845.833333,4533.333333,2257.75,,7853.666667,7351.776667,4376.416667,4985.5,5614.071429,4133.335,,12616.66667,774.1666667,509.5833333,996.0833333,612.0689655,11-03-2009
70,1525,1147.5,1365,2825,4625,3650,3650,4375,2277.5,,8025.5,7619,4596.5,5095,5837.857143,4216.6675,,12500,682.5,462.5,966,620.6896552,12-03-2009
71,1525,1237.5,1380,2925,4625,3525,4025,4625,2277.5,,9597,6909.5,4139,5204.5,6061.642857,4300,,12500,940,537.5,1091,629.3103448,13-03-2009
72,1522.223333,1233.333333,1360,2888.89,4633.333333,3488.89,4022.223333,4533.333333,2274.443333,,9157.166667,6621.89,4131,5314,6285.428571,4300,,11750,941.11,505.5566667,1127.333333,637.9310345,14-03-2009
73,1519.446667,1229.166667,1340,2852.78,4641.666667,3452.78,4019.446667,4441.666667,2271.386667,,8717.333333,6334.28,4123,5423.5,6509.214286,4300,,11000,942.22,473.6133333,1163.666667,646.5517241,15-03-2009
74,1516.67,1225,1320,2816.67,4650,3416.67,4016.67,4350,2268.33,,8277.5,6046.67,4115,5533,6733,4300,,10250,943.33,441.67,1200,655.1724138,16-03-2009
75,1587.5,1326.25,1449.75,3115,4937.5,3887.5,4212.5,4983.33,2251.25,,7880,6846.67,4711,5591.5,6658.5,4000,,12500,980,578,1087.5,663.7931034,17-03-2009
76,1531,1326,1483,2930,4570,3805,4360,4583.33,2226.2,,7430.5,6135,4015.6,5155.67,5166.5,4122,,14000,986,597.4,1080,672.4137931,18-03-2009
77,1600,1258.33,1386.67,2750,4516.67,3683.33,4083.33,4475,2201.67,,7383,5596.5,3903.67,5239,5430.5,4166.5,,10750,980,500,875,681.0344828,19-03-2009
78,1600,1288.75,1399.5,3015,4962.5,3837.5,4137.5,4816.67,2225,,7630.5,6297.67,4761.25,5572,6683.33,3650,,11000,983.33,493.75,1031.25,689.6551724,20-03-2009
79,1583.333333,1286.25,1412,3022.5,4895.833333,3820.833333,4179.166667,4866.67,2222.5,,7697,6416.223333,4561.25,5603.5,6733.386667,3836.666667,,11500,975.5533333,549.9433333,1037.5,698.2758621,21-03-2009
80,1566.666667,1283.75,1424.5,3030,4829.166667,3804.166667,4220.833333,4916.67,2220,,7763.5,6534.776667,4361.25,5635,6783.443333,4023.333333,,12000,967.7766667,606.1366667,1043.75,706.8965517,22-03-2009
81,1550,1281.25,1437,3037.5,4762.5,3787.5,4262.5,4966.67,2217.5,,7830,6653.33,4161.25,5666.5,6833.5,4210,,12500,960,662.33,1050,715.5172414,23-03-2009
82,1540,1255,1389.6,2930,4770,3670,4200,4725,2214,,7630.5,6290,4142.4,5622,6800,4210,,11000,957.5,655,1000,724.137931,24-03-2009
83,1545.83,1265,1428.33,2916.67,4808.33,3775,4304.17,4700,2179.17,,7664.4,6236,4174.17,5454,6395.75,4140,,12500,956,669.17,912.5,732.7586207,25-03-2009
84,1540,1295,1402,2971,5030,3800,4180,4725,2222,,7655.5,6278.5,4575.6,5522,6777.67,4035,,11000,972.5,595,955,741.3793103,26-03-2009
85,1600,1165,1360,2950,4650,3650,3750,4700,2240,,9523,5567,4578,5551.875,6814.5025,4051.25,,12000,940,525,650,750,27-03-2009
86,1580.556667,1191.666667,1378.666667,3000,4705.556667,3772.223333,3911.11,4866.666667,2218.89,,8980.89,5889.166667,4505.11,5581.75,6851.335,4067.5,,12166.66667,950,565.2233333,750,758.6206897,28-03-2009
87,1561.113333,1218.333333,1397.333333,3050,4761.113333,3894.446667,4072.22,5033.333333,2197.78,,8438.78,6211.333333,4432.22,5611.625,6888.1675,4083.75,,12333.33333,960,605.4466667,850,767.2413793,29-03-2009
88,1541.67,1245,1416,3100,4816.67,4016.67,4233.33,5200,2176.67,,7896.67,6533.5,4359.33,5641.5,6925,4100,,12500,970,645.67,950,775.862069,30-03-2009
89,1575,1165,1360,2950,4650,3650,3800,4700,2230,,9523,5567,4578,5579.32,6322.165,4035.375,,12000,940,537,650,784.4827586,31-03-2009
90,1489.44,1265,1439.7,2970,4670,3927.78,4422.22,4750,2203.7,,7424,6430.44,4160.7,5517.14,5719.33,3970.75,,11342.86,798.75,699.2,901.1,793.1034483,01-04-2009
91,1481.25,1245,1377.5,3007.5,4825,3887.5,4350,4883.33,2191.25,,7697.5,6024.33,4194.5,5211,6266.67,3775,,12500,710,725.5,843.75,801.7241379,02-04-2009
92,1470.9375,1218.4375,1363.625,2979.125,4766.25,3830.625,4307.5,4854.9975,2216.9375,,8025,5945.435,4199.525,5451.5,6555.585,3874.1675,,12375,726,693.375,911.5625,810.3448276,03-04-2009
93,1460.625,1191.875,1349.75,2950.75,4707.5,3773.75,4265,4826.665,2242.625,,8352.5,5866.54,4204.55,5692,6844.5,3973.335,,12250,742,661.25,979.375,818.9655172,04-04-2009
94,1450.3125,1165.3125,1335.875,2922.375,4648.75,3716.875,4222.5,4798.3325,2268.3125,,8680,5787.645,4209.575,5932.5,7133.415,4072.5025,,12125,758,629.125,1047.1875,827.5862069,05-04-2009
95,1440,1138.75,1322,2894,4590,3660,4180,4770,2294,,9007.5,5708.75,4214.6,6173,7422.33,4171.67,,12000,774,597,1115,836.2068966,06-04-2009
96,1520,1247.375,1423.2,2977,4770,3930,4345,4901.665,2247.5,,8297.75,6073.375,4365.4,5705.625,6694.54,4072.5,,12333.335,874.5,652.2,950,844.8275862,07-04-2009
97,1600,1356,1524.4,3060,4950,4200,4510,5033.33,2201,,7588,6438,4516.2,5238.25,5966.75,3973.33,,12666.67,975,707.4,785,853.4482759,08-04-2009
98,1512.5,1270,1362.5,2800,4812.5,3675,4475,4466.67,2238.75,,7441,5686.67,4120.5,5266.5,5866.5,4450,,10000,945,740.5,768.75,862.0689655,09-04-2009
99,1509.375,1274.5825,1373.5425,2804.1675,4792.7075,3700,4481.25,4525.0025,2247.395,,7542,5758.3775,4062.2075,5199.875,5649.875,4441.625,,10500,947.9175,748.7075,774.48,870.6896552,10-04-2009
100,1506.25,1279.165,1384.585,2808.335,4772.915,3725,4487.5,4583.335,2256.04,,7643,5830.085,4003.915,5133.25,5433.25,4433.25,,11000,950.835,756.915,780.21,879.3103448,11-04-2009
101,1503.125,1283.7475,1395.6275,2812.5025,4753.1225,3750,4493.75,4641.6675,2264.685,,7744,5901.7925,3945.6225,5066.625,5216.625,4424.875,,11500,953.7525,765.1225,785.94,887.9310345,12-04-2009
102,1500,1288.33,1406.67,2816.67,4733.33,3775,4500,4700,2273.33,,7845,5973.5,3887.33,5000,5000,4416.5,,12000,956.67,773.33,791.67,896.5517241,13-04-2009
103,1525,1273.33,1410,3000,4816.665,4037.5,4491.665,5012.5,2326.665,,8012.5,6293.25,4190.5,5383.25,6000,4358.25,,12250,960.835,780.33,812.5,905.1724138,14-04-2009
104,1550,1258.33,1413.33,3183.33,4900,4300,4483.33,5325,2380,,8180,6613,4493.67,5766.5,7000,4300,,12500,965,787.33,833.33,913.7931034,15-04-2009
105,1380,1133.75,1282,3146,5130,4070,4610,5010,2568,,8763.33,6354,4399.6,5711,7355.67,4566.5,,11216.67,715,845,824,922.4137931,16-04-2009
106,1533.33,1158.33,1346.67,3300,5316.67,4266.67,4550,5216.67,2600,,9370,6542,4751.67,6533,9000,4933,,12625,940,833.33,820.67,931.0344828,17-04-2009
107,1477.776667,1140.553333,1321.113333,3188.89,5283.336667,4155.556667,4561.11,5172.223333,2592.223333,,9665.333333,6504.443333,4634.556667,6222,7955.666667,4933,,11858.33333,917.7766667,853.33,798.4466667,939.6551724,18-04-2009
108,1422.223333,1122.776667,1295.556667,3077.78,5250.003333,4044.443333,4572.22,5127.776667,2584.446667,,9960.666667,6466.886667,4517.443333,5911,6911.333333,4933,,11091.66667,895.5533333,873.33,776.2233333,948.2758621,19-04-2009
109,1366.67,1105,1270,2966.67,5216.67,3933.33,4583.33,5083.33,2576.67,,10256,6429.33,4400.33,5600,5867,4933,,10325,873.33,893.33,754,956.8965517,20-04-2009
110,1355,1081.67,1215,2850,5212.5,3850,4537.5,4762.5,2552.5,,8638.33,6088.5,4322,5377.67,6600,4200,,9550,717.5,832.5,725,965.5172414,21-04-2009
111,1500,1095,1476,3150,5300,3975,4875,4975,2612.5,,7710.5,6300.5,4850.5,5705.335,7236.5,4264.285714,,15125,1000,825,1062.5,974.137931,22-04-2009
112,1566.67,1128.33,1310,3233.33,5416.67,4366.67,4483.33,5016.67,2566.67,,9140.33,6302.33,4825,6033,7873,4328.571429,,11083.33,945,702.33,725,982.7586207,23-04-2009
113,1400,1123.75,1305,2875,5062.5,4225,4612.5,4750,2482.5,,8384.67,6163.5,4317,5566.5,5833.33,4392.857143,,9287.5,802.5,766.75,593.75,991.3793103,24-04-2009
114,1466.666667,1110.833333,1313.333333,2950,5125,4300,4558.333333,4850,2480,,9008.446667,6233.666667,4611.666667,5424.875,5624.9975,4457.142857,,10241.66667,848.3333333,719.5,629.1666667,1000,25-04-2009
115,1533.333333,1097.916667,1321.666667,3025,5187.5,4375,4504.166667,4950,2477.5,,9632.223333,6303.833333,4906.333333,5283.25,5416.665,4521.428571,,11195.83333,894.1666667,672.25,664.5833333,1008.62069,26-04-2009
116,1600,1085,1330,3100,5250,4450,4450,5050,2475,,10256,6374,5201,5141.625,5208.3325,4585.714286,,12150,940,625,700,1017.241379,27-04-2009
117,1516.67,1261.67,1370,2933.33,5050,4200,4683.33,4975,2393.33,,10256,6525,4461.67,5000,5000,4650,,12150,956.67,865,800,1025.862069,28-04-2009
118,1550,1085,1330,3100,5250,4500,4450,5150,2430,,10256,6593,5385,5100,5150,4800,,12150,940,625,687,1034.482759,29-04-2009
119,1516.67,1295,1376.67,2933.33,5116.67,4200,4750,4975,2393.33,,9360.5,6530,4473.67,5200,5300,4950,,12150,956.67,891.67,775,1043.103448,30-04-2009
120,1616.67,1095,1306.67,3016.67,5216.67,4050,4625,4975,2533.33,,9470.5,6795.33,4904.67,5484.5,5914.125,5000,,12150,926.67,808.33,791.67,1051.724138,01-05-2009
121,1556.113333,1106.25,1322.696667,3097.78,5127.78,4056.666667,4583.333333,4987.5,2522.22,,9498.776667,6732.953333,4851.18,5769,6528.25,4977.666667,,11561.11,900.0033333,856.02,814.1133333,1060.344828,02-05-2009
122,1495.556667,1117.5,1338.723333,3178.89,5038.89,4063.333333,4541.666667,5000,2511.11,,9527.053333,6670.576667,4797.69,6053.5,7142.375,4955.333333,,10972.22,873.3366667,903.71,836.5566667,1068.965517,03-05-2009
123,1435,1128.75,1354.75,3260,4950,4070,4500,5012.5,2500,,9555.33,6608.2,4744.2,6338,7756.5,4933,,10383.33,846.67,951.4,859,1077.586207,04-05-2009
124,1582.5,1219,1368,2780,4730,4000,4490,5012.5,2446,,8100.8,6446.5,4714.2,5573.67,6336.5,4900,,10325,882,757.4,695,1086.206897,05-05-2009
125,1437.5,1153.75,1230.5,3037.5,5387.5,3900,4550,4683.33,2482.5,,8791,6325,4866.25,6063,6733,5166,,11050,1007.5,719.25,726.25,1094.827586,06-05-2009
126,1522.5,1108.75,1273.375,2918.75,5137.5,4000,4350,4900,2466.25,,9029.125,6459.165,5009.875,5961.75,7157.75,5125.571429,,13362.5,973.75,770.5,766.25,1103.448276,07-05-2009
127,1607.5,1063.75,1316.25,2800,4887.5,4100,4150,5116.67,2450,,9267.25,6593.33,5153.5,5860.5,7582.5,5085.142857,,15675,940,821.75,806.25,1112.068966,08-05-2009
128,1536.875,1063.4375,1295.3125,2800,4971.875,4112.5,4231.25,5043.7525,2500,,9550.9375,6602.3725,5099,5795.375,7153.625,5044.714286,,14325,917.5,827.8125,790.5625,1120.689655,09-05-2009
129,1466.25,1063.125,1274.375,2800,5056.25,4125,4312.5,4970.835,2550,,9834.625,6611.415,5044.5,5730.25,6724.75,5004.285714,,12975,895,833.875,774.875,1129.310345,10-05-2009
130,1395.625,1062.8125,1253.4375,2800,5140.625,4137.5,4393.75,4897.9175,2600,,10118.3125,6620.4575,4990,5665.125,6295.875,4963.857143,,11625,872.5,839.9375,759.1875,1137.931034,11-05-2009
131,1325,1062.5,1232.5,2800,5225,4150,4475,4825,2650,,10402,6629.5,4935.5,5600,5867,4923.428571,,10275,850,846,743.5,1146.551724,12-05-2009
132,1558.75,1265.25,1434.29,3205.62,5300,4271.43,4721.43,4820.83,2469.12,,7812.12,6875.29,4772.75,5579.8,6542.6,4883,,11058.33,843.57,862.88,699.38,1155.172414,13-05-2009
133,1470.83,1217,1355.6,3099.17,5025,4108.33,4483.33,4987.5,2546.67,,8227,6434.6,5233.17,5572,6612.5,4849.5,,10237.5,940,907.5,761.67,1163.793103,14-05-2009
134,1566.67,1184.17,1333,3003.33,5408.33,4220,4650,4937.5,2541.67,,8354.6,6717.8,5183.83,5572,6861,4843,,12870,1004,848.33,730,1172.413793,15-05-2009
135,1555.556667,1220.556667,1353.443333,3065.553333,5449.996667,4257.776667,4688.89,5008.333333,2533.336667,,8014.233333,6845.2,5237.33,5611.833333,6882.333333,4814.666667,,12913.33333,1029.333333,901.11,744.4433333,1181.034483,16-05-2009
136,1544.443333,1256.943333,1373.886667,3127.776667,5491.663333,4295.553333,4727.78,5079.166667,2525.003333,,7673.866667,6972.6,5290.83,5651.666667,6903.666667,4786.333333,,12956.66667,1054.666667,953.89,758.8866667,1189.655172,17-05-2009
137,1533.33,1293.33,1394.33,3190,5533.33,4333.33,4766.67,5150,2516.67,,7333.5,7100,5344.33,5691.5,6925,4758,,13000,1080,1006.67,773.33,1198.275862,18-05-2009
138,1504.17,1284.17,1419.67,3067.14,4950,4300,4671.43,5087.5,2467.14,,7553.8,6728,5119.57,5708.25,6210,4796.5,,9937.5,853.33,999.29,792.14,1206.896552,19-05-2009
139,1540,1346.25,1446.62,3327.5,5462.5,4307.14,4742.86,5100,2455,,7848.86,7371.17,5178.5,5626.6,6287.5,4804,,12455,958.57,1044.38,814.12,1215.517241,20-05-2009
