,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,timestamp
1635,2370,1876.59,2030.41,4970.88,6486.45,5400.9,7017.92,5358.15,3397.04,3349.63,12148.8,9252.07,6689.64,8069.5,9218.33,6370.72,3713.56,18043.11,1170.57,1307.46,1980.96,2831.89,24-06-2013
1636,2390.11,1913.24,2049.11,5026.51,6512.47,5429.84,7065.86,5390.65,3391.07,3362.61,12015.97,9237.15,6730.48,7942.04,9078.06,6406.32,3706.1,17971.94,1207.21,1347.51,2054.02,2849.82,25-06-2013
1637,2331.86,1906.67,2027.55,4956.66,6488.89,5412.4,7042.6,5276.5,3375.84,3301.9,12124.35,9158.42,6654.42,7949.12,9064.53,6383.44,3660,17847.48,1183.08,1318.14,1975.93,2743.02,26-06-2013
1638,2363.15,1882.56,1995.26,4933.47,6457.68,5392.19,6994.3,5309.08,3372.17,3285.6,12313,9119.17,6557.7,8003.53,9102.38,6396.8,3627.67,17930.06,1185.35,1310.43,1943.96,2872.28,27-06-2013
1639,2334.37,1886.67,2011.57,4895.26,6448.61,5419.24,7015.7,5282.05,3375.6,3287.08,12083.22,9062.41,6588.6,7919.33,9146.86,6349.13,3664.88,17952.18,1181.6,1302.77,1966.87,2773.51,28-06-2013
1640,2340.296667,1877.61,2012.65,4897.306667,6443.136667,5420.856667,7005.76,5305.24,3379.45,3295.92,12114.06,9103.233333,6584.503333,7939.116667,9119.116667,6363.91,3667.936667,17955.59,1183.376667,1313.66,1985.006667,2845.23,29-06-2013
1641,2346.223333,1868.55,2013.73,4899.353333,6437.663333,5422.473333,6995.82,5328.43,3383.3,3304.76,12144.9,9144.056667,6580.406667,7958.903333,9091.373333,6378.69,3670.993333,17959,1185.153333,1324.55,2003.143333,2916.95,30-06-2013
1642,2352.15,1859.49,2014.81,4901.4,6432.19,5424.09,6985.88,5351.62,3387.15,3313.6,12175.74,9184.88,6576.31,7978.69,9063.63,6393.47,3674.05,17962.41,1186.93,1335.44,2021.28,2988.67,01-07-2013
1643,2344.81,1796.25,1996.35,4883.96,6413.81,5347.65,6928.55,5320.12,3398.02,3328.4,12320.87,9116.4,6656.28,8017.72,9147.09,6444.86,3654.05,17582.06,1177.95,1307.83,2055.73,2960.78,02-07-2013
1644,2351.09,1823,2012.57,4802.96,6394.85,5275.38,6926.43,5256.46,3397.34,3326.52,12343.81,9096.9,6661.81,8012.7,9111,6413.86,3652.25,17614.3,1170.35,1327.57,2103.17,3100.53,03-07-2013
1645,2354.1,1847.78,2028.18,4829.29,6441.1,5407.12,6992.54,5346.71,3391.47,3321.6,12042.38,9115.78,6625.57,7967.69,9061.8,6419.4,3720.7,17903.49,1175.33,1347.06,2129.4,3215.98,04-07-2013
1646,2361.33,1835.15,2020.73,4851.81,6437.98,5367.02,6959.15,5299.2,3383.59,3316.92,12059.82,9028.78,6636.46,7987.14,9077.31,6391.13,3719.53,17864.5,1174.38,1347.27,2147.94,3249.43,05-07-2013
1647,2358.786667,1834.5,2021.593333,4834.286667,6434.593333,5382.806667,6964.9,5324.736667,3385.673333,3322.48,12028.28,9034.186667,6634.22,7999.216667,9077.56,6393.61,3720.876667,17914.16333,1175.966667,1349.586667,2178.6,3343.256667,06-07-2013
1648,2356.243333,1833.85,2022.456667,4816.763333,6431.206667,5398.593333,6970.65,5350.273333,3387.756667,3328.04,11996.74,9039.593333,6631.98,8011.293333,9077.81,6396.09,3722.223333,17963.82667,1177.553333,1351.903333,2209.26,3437.083333,07-07-2013
1649,2353.7,1833.2,2023.32,4799.24,6427.82,5414.38,6976.4,5375.81,3389.84,3333.6,11965.2,9045,6629.74,8023.37,9078.06,6398.57,3723.57,18013.49,1179.14,1354.22,2239.92,3530.91,08-07-2013
1650,2391.86,1837.78,2013.59,4752.96,6398.19,5421.74,6952.53,5364.2,3380.78,3361.6,12229.58,9121.8,6521.58,8009.29,9177.2,6424.67,3698.14,18008.24,1213.67,1392.27,2314.29,3765.35,09-07-2013
1651,2328.83,1820.58,1961.93,4766.88,6439.34,5439.3,7006.72,5309.76,3403.17,3334.35,12083.46,8834.61,6564.31,8024.69,9123.1,6489.78,3660.83,18234.58,1186.5,1359.67,2064.62,3421.87,10-07-2013
1652,2324.49,1873.62,2065.75,4800.68,6438.57,5441.35,6986.07,5400.78,3400.27,3326.96,11868.81,9064.65,6617.11,7905.56,9123.36,6456.27,3778.54,18408.24,1184.24,1408.98,2368.79,3718.57,11-07-2013
1653,2323.49,1815.86,1958.63,4731.02,6412.21,5402.68,6941.39,5333.83,3387.84,3342.17,12153.3,8754.53,6469.76,8000.85,9155.81,6485.33,3632.97,18142.14,1217.33,1339.09,2175.83,3702.83,12-07-2013
1654,2344.63,1847.713333,1988.606667,4714.103333,6405.966667,5394.983333,6923.873333,5324.07,3387.916667,3334.49,12122.53333,8868.53,6490.786667,7969.003333,9107.926667,6454.326667,3672.576667,18168.70667,1209.11,1352.586667,2270.296667,3665.226667,13-07-2013
1655,2365.77,1879.566667,2018.583333,4697.186667,6399.723333,5387.286667,6906.356667,5314.31,3387.993333,3326.81,12091.76667,8982.53,6511.813333,7937.156667,9060.043333,6423.323333,3712.183333,18195.27333,1200.89,1366.083333,2364.763333,3627.623333,14-07-2013
1656,2386.91,1911.42,2048.56,4680.27,6393.48,5379.59,6888.84,5304.55,3388.07,3319.13,12061,9096.53,6532.84,7905.31,9012.16,6392.32,3751.79,18221.84,1192.67,1379.58,2459.23,3590.02,15-07-2013
1657,2372.91,1893,2046.67,4757.55,6476.43,5446.71,6980.93,5328.05,3382.62,3288.18,12207.66,9045.16,6433.52,7845.11,9097.88,6410.28,3819.74,18474.23,1173,1413.8,2527.02,3583.05,16-07-2013
1658,2392.31,1871.52,2023.83,4702.17,6434.96,5376.13,6916.13,5332.19,3381.83,3313.6,12300.76,8942.75,6499.3,7910.9,9119.25,6349.68,3756.28,18162.94,1180.59,1393.52,2516.87,3504.26,17-07-2013
1659,2322.41,1879.26,2048.13,4734.61,6432.89,5355.26,6910.49,5341.3,3383.76,3384.29,12136.49,8905.46,6566.76,7890.14,9158.53,6409.68,3743.18,18354.1,1177.6,1394.87,2606.63,3570.56,18-07-2013
1660,2386.69,1910.03,2078.48,4671.92,6473.81,5340.47,6961.78,5403.62,3390.47,3414.17,12049.87,9151.93,6669.06,8011.29,9252.4,6448.3,3820.17,18747.91,1174.98,1406.33,2680.42,3459.96,19-07-2013
1661,2375.933333,1887.02,2055.09,4700.816667,6460.756667,5351.66,6955.096667,5390.126667,3387.633333,3389.96,12076.39333,9103.043333,6639.74,7973.083333,9217.646667,6435.79,3781.176667,18460.43,1176.063333,1409.54,2664.13,3404.036667,20-07-2013
1662,2365.176667,1864.01,2031.7,4729.713333,6447.703333,5362.85,6948.413333,5376.633333,3384.796667,3365.75,12102.91667,9054.156667,6610.42,7934.876667,9182.893333,6423.28,3742.183333,18172.95,1177.146667,1412.75,2647.84,3348.113333,21-07-2013
1663,2354.42,1841,2008.31,4758.61,6434.65,5374.04,6941.73,5363.14,3381.96,3341.54,12129.44,9005.27,6581.1,7896.67,9148.14,6410.77,3703.19,17885.47,1178.23,1415.96,2631.55,3292.19,22-07-2013
1664,2388.96,1890.79,2021.24,4661.78,6431.4,5316.21,6910.26,5255.18,3373.68,3290.83,12172.11,9033.55,6538.09,7931.73,9127.17,6383.48,3758.51,18228.66,1165.46,1419.85,2632.17,3178.59,23-07-2013
1665,2356.22,1852.22,2017.9,4728.41,6449.23,5369.24,6935.96,5357.31,3379.66,3327.2,12070.35,9007.26,6624.1,7926.77,9185.92,6427.61,3744.16,17773.34,1174.18,1414.3,2629.14,3027.77,24-07-2013
1666,2361.54,1889.32,2037.91,4706.04,6438.77,5412.96,6882.49,5358.08,3378.33,3297.5,11985.37,9008.97,6536.89,7869.29,9109.2,6423.74,3751.72,18208.34,1160.1,1354.09,2609.84,2995.36,25-07-2013
1667,2379.62,1865.95,2016.27,4669.84,6399.51,5350.12,6880.67,5280.31,3376.96,3310.77,12155.51,9007.81,6557.02,7894.5,9156.76,6377.74,3729.52,18063.74,1180.09,1389.06,2600.88,3066.5,26-07-2013
1668,2371.046667,1869.616667,2019.943333,4681.6,6409.436667,5371.863333,6886.85,5312.113333,3379.033333,3310.513333,12145.58667,8999.833333,6584.95,7882.783333,9196.623333,6381.713333,3740.863333,18106.80667,1173.813333,1393.393333,2632.136667,3029.9,27-07-2013
1669,2362.473333,1873.283333,2023.616667,4693.36,6419.363333,5393.606667,6893.03,5343.916667,3381.106667,3310.256667,12135.66333,8991.856667,6612.88,7871.066667,9236.486667,6385.686667,3752.206667,18149.87333,1167.536667,1397.726667,2663.393333,2993.3,28-07-2013
1670,2353.9,1876.95,2027.29,4705.12,6429.29,5415.35,6899.21,5375.72,3383.18,3310,12125.74,8983.88,6640.81,7859.35,9276.35,6389.66,3763.55,18192.94,1161.26,1402.06,2694.65,2956.7,29-07-2013
1671,2361.22,1856.12,2012.24,4699.92,6463.8,5379.02,6894.21,5376.33,3379.12,3339.2,11996.54,9008.95,6740.35,7863.44,9344.14,6397.97,3759.28,18193.15,1160.77,1404.02,2661.08,2715.66,30-07-2013
1672,2364.02,1869.52,2020.41,4683.18,6389.31,5420.44,6856.57,5377.52,3381.72,3318.46,12025.68,9041.9,6677.94,7863.47,9292.62,6377.5,3729.05,18128.44,1185.09,1401.92,2689.65,2822.83,31-07-2013
1673,2410.77,1868.4,2019.61,4686.08,6413,5382.92,6868.08,5410.36,3390.94,3363.44,11977.37,9035.5,6726.9,7863.3,9315.49,6369,3773.31,18199.11,1170.85,1416.91,2747.46,2802.66,01-08-2013
1674,2388.6,1947.91,2085.78,4686.98,6414.78,5383.14,6904.2,5418.03,3360.71,3312.73,11598.74,8859.45,6768.22,7811.85,9308.4,6385.24,3774.24,17893,1160.24,1428.36,2702.07,2625.52,02-08-2013
1675,2381.84,1925.463333,2069.21,4692.956667,6408.086667,5393.03,6887.96,5410.363333,3372.283333,3327.036667,11675.71333,8931.786667,6758.54,7818.72,9319.21,6376.343333,3762.4,17890.45333,1163.89,1431.163333,2747.213333,2610.823333,03-08-2013
1676,2375.08,1903.016667,2052.64,4698.933333,6401.393333,5402.92,6871.72,5402.696667,3383.856667,3341.343333,11752.68667,9004.123333,6748.86,7825.59,9330.02,6367.446667,3750.56,17887.90667,1167.54,1433.966667,2792.356667,2596.126667,04-08-2013
1677,2368.32,1880.57,2036.07,4704.91,6394.7,5412.81,6855.48,5395.03,3395.43,3355.65,11829.66,9076.46,6739.18,7832.46,9340.83,6358.55,3738.72,17885.36,1171.19,1436.77,2837.5,2581.43,05-08-2013
1678,2260.35,1838.06,1970.95,4517.19,6373.8,5313.45,6895.49,5317.11,3387.79,3370,11675.82,8703.54,6620.61,7907,9269.9,6377.22,3713.86,18243.46,1180.54,1321.12,2855.76,2534.9,06-08-2013
1679,2343.51,1889.89,2044.78,4622.78,6425.02,5442.45,6907.93,5459.59,3369.83,3316.19,11891.62,9010.11,6726.51,7827.27,9393.12,6421.96,3784.1,17941.16,1171.22,1430.91,3028.74,2577.75,07-08-2013
1680,2278.3,1851.35,1969.53,4491.28,6374.43,5293.07,6868.95,5330.69,3379.09,3332.78,11723.28,8686.49,6612.29,7879.54,9227.21,6410.12,3705.78,18390.24,1165.26,1328.48,3015.44,2544.41,08-08-2013
1681,2307.63,1884.9625,2000.315,4517.2775,6379.3875,5303.0825,6872.6925,5354.455,3375.1625,3318.835,11630.7625,8777.77,6657.31,7855.445,9216.95,6408.9325,3734.9725,18271.82,1166.1875,1350.815,3195.24,2493.7225,09-08-2013
1682,2336.96,1918.575,2031.1,4543.275,6384.345,5313.095,6876.435,5378.22,3371.235,3304.89,11538.245,8869.05,6702.33,7831.35,9206.69,6407.745,3764.165,18153.4,1167.115,1373.15,3375.04,2443.035,10-08-2013
1683,2366.29,1952.1875,2061.885,4569.2725,6389.3025,5323.1075,6880.1775,5401.985,3367.3075,3290.945,11445.7275,8960.33,6747.35,7807.255,9196.43,6406.5575,3793.3575,18034.98,1168.0425,1395.485,3554.84,2392.3475,11-08-2013
1684,2395.62,1985.8,2092.67,4595.27,6394.26,5333.12,6883.92,5425.75,3363.38,3277,11353.21,9051.61,6792.37,7783.16,9186.17,6405.37,3822.55,17916.56,1168.97,1417.82,3734.64,2341.66,12-08-2013
1685,2354.05,1882.3,2059.47,4651,6402.67,5323.91,6812.6,5332.02,3381.33,3354.86,11949.73,9013.64,6688.16,7728.7,9074.53,6421.5,3836.85,18176.16,1173.24,1433.7,3857.07,2564.84,13-08-2013
1686,2351.41,1896.41,2050.4,4630.64,6378.72,5381.17,6831.85,5355.32,3369.76,3331.95,11822.93,9027.67,6642.13,7748.24,9030.25,6474.22,3826.11,17854.15,1193.14,1418.41,4156.7,2648.72,14-08-2013
1687,2363.365,1848.43,2019.5,4602.76,6350.86,5351.05,6787.7,5384.815,3378.83,3345.45,12081.515,9039.92,6688.755,7798.715,9106.83,6473.67,3792.32,17821.04,1188.695,1417.56,4308.825,2704.655,15-08-2013
1688,2375.32,1800.45,1988.6,4574.88,6323,5320.93,6743.55,5414.31,3387.9,3358.95,12340.1,9052.17,6735.38,7849.19,9183.41,6473.12,3758.53,17787.93,1184.25,1416.71,4460.95,2760.59,16-08-2013
1689,2357.456667,1811.92,1997.17,4588.533333,6353.69,5347.706667,6772.87,5392.6,3385.39,3353.696667,12272.17667,9008.19,6726.7,7816.84,9178.95,6477.806667,3772.136667,17775.95333,1180.693333,1424.616667,4447.84,2686.68,17-08-2013
1690,2339.593333,1823.39,2005.74,4602.186667,6384.38,5374.483333,6802.19,5370.89,3382.88,3348.443333,12204.25333,8964.21,6718.02,7784.49,9174.49,6482.493333,3785.743333,17763.97667,1177.136667,1432.523333,4434.73,2612.77,18-08-2013
1691,2321.73,1834.86,2014.31,4615.84,6415.07,5401.26,6831.51,5349.18,3380.37,3343.19,12136.33,8920.23,6709.34,7752.14,9170.03,6487.18,3799.35,17752,1173.58,1440.43,4421.62,2538.86,19-08-2013
1692,2446.87,1943.91,2113.44,4609.82,6404.95,5452.05,6854.54,5444.31,3391.85,3420.35,11817.36,9210.5,6804.16,7725.04,9159.3,6580.4,3872.94,17994.48,1171.61,1413.08,4582.71,2609.73,20-08-2013
1693,2546.53,2001.25,2141.06,4552.58,6436.33,5407.37,6854.94,5413.27,3366.41,3394.53,11654.07,9185.5,6813.09,7817.96,9157.7,6580.87,3842.74,18464.04,1221.19,1439.58,4503.71,2477.36,21-08-2013
1694,2371.9,1841.06,1984.86,4492.21,6364,5406.78,6852.95,5333.83,3382.95,3350.37,11857.09,8785.67,6596.9,7810.81,9114.14,6639.68,3734.73,18307.31,1236.92,1344.84,4399.52,2625.32,22-08-2013
1695,2449.9,1862.62,2050.31,4632.27,6410.5,5391.56,6777.89,5345.88,3381.92,3372.28,12035.57,9076.17,6762.83,7777.19,9191.77,6602.45,3773.21,18108.91,1193.25,1431.27,4485.96,2566.23,23-08-2013
1696,2419.05,1842.246667,2034.01,4635,6406.303333,5386.633333,6770.073333,5332.433333,3380.153333,3343.746667,12066.01,9028.366667,6747.583333,7773.636667,9193.31,6558.22,3777.346667,18006.60667,1188.613333,1414.59,4468.27,2543.693333,24-08-2013
1697,2388.2,1821.873333,2017.71,4637.73,6402.106667,5381.706667,6762.256667,5318.986667,3378.386667,3315.213333,12096.45,8980.563333,6732.336667,7770.083333,9194.85,6513.99,3781.483333,17904.30333,1183.976667,1397.91,4450.58,2521.156667,25-08-2013
1698,2357.35,1801.5,2001.41,4640.46,6397.91,5376.78,6754.44,5305.54,3376.62,3286.68,12126.89,8932.76,6717.09,7766.53,9196.39,6469.76,3785.62,17802,1179.34,1381.23,4432.89,2498.62,26-08-2013
1699,2411.35,1858.77,2022.74,4691.73,6413.19,5489.12,6827.62,5334.62,3370.16,3335.35,11882.26,9027.03,6776.05,7817.38,9203.36,6739.88,3719.1,17988.73,1232.71,1446,4474.07,2432.88,27-08-2013
1700,2410.85,1840.12,2012.25,4641.115,6396.07,5429.585,6819.26,5316.31,3375.045,3366.015,12041.905,9031.125,6761.685,7849.9,9173.93,6733.5,3726.13,18139.625,1212.275,1429.315,4449.715,2470.685,28-08-2013
1701,2410.35,1821.47,2001.76,4590.5,6378.95,5370.05,6810.9,5298,3379.93,3396.68,12201.55,9035.22,6747.32,7882.42,9144.5,6727.12,3733.16,18290.52,1191.84,1412.63,4425.36,2508.49,29-08-2013
1702,2403.07,1852.78,2017.09,4637.43,6419.55,5435.18,6794.02,5309.11,3378.13,3395.57,12026.97,9020.58,6839.63,7986.41,9160.5,6756.93,3748.75,18037.48,1199.08,1424.73,4438.52,2423.26,30-08-2013
1703,2407.28,1853.05,2014.583333,4632.783333,6416.983333,5439.48,6792.416667,5320.88,3374.906667,3372.143333,12057.43667,9014.07,6819.03,7955.143333,9191.8,6744.136667,3750.373333,18041.77,1194.49,1418.973333,4409.723333,2410.073333,31-08-2013
1704,2411.49,1853.32,2012.076667,4628.136667,6414.416667,5443.78,6790.813333,5332.65,3371.683333,3348.716667,12087.90333,9007.56,6798.43,7923.876667,9223.1,6731.343333,3751.996667,18046.06,1189.9,1413.216667,4380.926667,2396.886667,01-09-2013
1705,2415.7,1853.59,2009.57,4623.49,6411.85,5448.08,6789.21,5344.42,3368.46,3325.29,12118.37,9001.05,6777.83,7892.61,9254.4,6718.55,3753.62,18050.35,1185.31,1407.46,4352.13,2383.7,02-09-2013
1706,2359.73,1867.22,2020.73,4663.34,6460.12,5519.04,6844.51,5415.18,3371.62,3360.35,12070.4,9036.05,6867.79,7871.42,9369.41,6907,3812.87,17915.4,1183.15,1430.11,4456.93,2338.09,03-09-2013
1707,2396.91,1815,1983.74,4606.02,6436.33,5416.46,6783.76,5389.68,3376.4,3335.32,12067.65,9098.38,6913.78,8012.9,9526.68,6900.48,3807.74,17890.71,1181.29,1369.68,4386.8,2395.45,04-09-2013
1708,2379.19,1843.24,2014.45,4534.93,6416.31,5346.6,6739.36,5319.79,3382.98,3293.53,11976.67,9099.7,6790.4,7948.15,9195.79,6673.58,3829.78,17591.5,1171.39,1331.63,4420.36,2268,05-09-2013
1709,2392.31,1847.95,2016.5,4586.81,6449.23,5468.25,6783.44,5367.61,3372.16,3343.78,11953.03,9048.83,6891.83,7965.72,9396.63,6631.83,3785.41,18200.35,1180.53,1332.45,4417.81,2205.67,06-09-2013
1710,2395.683333,1788.85,1997.493333,4598.333333,6424.636667,5465.606667,6788.15,5409.95,3384.273333,3370.853333,12200.19333,9061.243333,6834.426667,8007.37,9486.193333,6583.61,3753.026667,17786.21667,1168.27,1337.19,4458.863333,2351.926667,07-09-2013
1711,2399.056667,1729.75,1978.486667,4609.856667,6400.043333,5462.963333,6792.86,5452.29,3396.386667,3397.926667,12447.35667,9073.656667,6777.023333,8049.02,9575.756667,6535.39,3720.643333,17372.08333,1156.01,1341.93,4499.916667,2498.183333,08-09-2013
1712,2402.43,1670.65,1959.48,4621.38,6375.45,5460.32,6797.57,5494.63,3408.5,3425,12694.52,9086.07,6719.62,8090.67,9665.32,6487.17,3688.26,16957.95,1143.75,1346.67,4540.97,2644.44,09-09-2013
1713,2434.03,1875,2063.55,4590,6469.42,5579.97,6858.97,5431.83,3369.61,3357.61,11974.42,9241.47,6820.05,8104.79,9540.65,6697.05,3792.33,18366.38,1174.69,1413.16,4590.26,2351.39,10-09-2013
1714,2393.33,1832.78,2029.18,4640,6447.84,5562.13,6795,5461.21,3380.87,3391.96,11971.57,9204.3,6862.2,8065.14,9435,6806.78,3819.32,18242.79,1215.93,1384.24,4613,2312.02,11-09-2013
1715,2358.02,1863.14,2045.88,4665.48,6477.28,5588.28,6834.3,5485.19,3366.05,3352.71,11767.33,9058.16,6934.4,8065.52,9501.94,6834,3816.89,18292.32,1199.56,1396,4637.74,2201.68,12-09-2013
1716,2446.1,1862.75,2044.11,4676.81,6519.64,5551,6809.67,5440.42,3364.7,3403.62,11842.2,9045.9,6996,8007.07,9529.97,6928.83,3847.43,18286.73,1203,1390.79,4548.59,2110.67,13-09-2013
1717,2409.393333,1833.893333,2008.373333,4621.856667,6476.386667,5510.14,6798.096667,5395.603333,3361.27,3392.536667,11820.68667,8945.126667,6936.31,8021.666667,9495.463333,6900.316667,3782.02,18405.17667,1207.553333,1358.193333,4573.75,2161.14,14-09-2013
1718,2372.686667,1805.036667,1972.636667,4566.903333,6433.133333,5469.28,6786.523333,5350.786667,3357.84,3381.453333,11799.17333,8844.353333,6876.62,8036.263333,9460.956667,6871.803333,3716.61,18523.62333,1212.106667,1325.596667,4598.91,2211.61,15-09-2013
1719,2335.98,1776.18,1936.9,4511.95,6389.88,5428.42,6774.95,5305.97,3354.41,3370.37,11777.66,8743.58,6816.93,8050.86,9426.45,6843.29,3651.2,18642.07,1216.66,1293,4624.07,2262.08,16-09-2013
1720,2365.08,1839.35,1958.53,4530.83,6382.86,5436.17,6666.53,5304.72,3339.61,3344.62,11713.54,8734.4,6921.8,7899.81,9324.17,6626.5,3717.56,18575.46,1223.8,1286.61,4659.06,2165.23,17-09-2013
1721,2331.37,1732.78,1902.5,4354.85,6333.76,5497.91,6690.06,5441.67,3397.29,3461.21,12026.28,8912.72,6863.68,8135.77,9560.64,6904.17,3696.32,18621.74,1229.33,1293.06,5091.71,2473.44,18-09-2013
1722,2405.62,1840.81,2010.93,4691.14,6443.7,5533.02,6774.33,5327.69,3369.91,3425.52,12066.29,9014.87,6894.16,7885.71,9263.09,6597.96,3778.05,18380.84,1204.46,1387.11,5136.22,2295.07,19-09-2013
1723,2457.35,1853.54,2037.04,4696.17,6446.23,5534.81,6781.81,5379.92,3375.44,3443.48,11922,9036.75,6942.43,7925.43,9309.78,6775.38,3815.63,18290.34,1191.7,1350.56,5211.7,2247.46,20-09-2013
1724,2452.863333,1862.486667,2043.976667,4695.346667,6450.913333,5537.843333,6794.72,5387.78,3376.67,3427.193333,11872.17667,9036.353333,6935.206667,7900.56,9306.626667,6786.856667,3833.936667,18294.20667,1189.936667,1352.303333,5224.503333,2262.663333,21-09-2013
1725,2448.376667,1871.433333,2050.913333,4694.523333,6455.596667,5540.876667,6807.63,5395.64,3377.9,3410.906667,11822.35333,9035.956667,6927.983333,7875.69,9303.473333,6798.333333,3852.243333,18298.07333,1188.173333,1354.046667,5237.306667,2277.866667,22-09-2013
1726,2443.89,1880.38,2057.85,4693.7,6460.28,5543.91,6820.54,5403.5,3379.13,3394.62,11772.53,9035.56,6920.76,7850.82,9300.32,6809.81,3870.55,18301.94,1186.41,1355.79,5250.11,2293.07,23-09-2013
1727,2503.98,1895.79,2067.2,4688,6419.91,5532.18,6739,5423.34,3363.35,3414.88,11690.35,9090.39,7026.71,7869.17,9300.03,6780.52,3828.51,18183.19,1218.02,1361.15,5217.78,2230.84,24-09-2013
1728,2486.26,1933.18,2083.35,4741.95,6436.49,5507.71,6744.02,5405.34,3365.1,3407.79,11895.16,9107.17,7027.29,7842.79,9265,6791.66,3851.41,18057.31,1223,1376.5,5142.68,2231.41,25-09-2013
1729,2390.28,1840,2007.7,4662.44,6448.13,5529.02,6798.8,5380.69,3354.83,3342.24,11951.91,8943.72,6922.47,7893.45,9264.41,6699,3793.05,18021.47,1186.82,1351.59,5074.44,2246.23,26-09-2013
1730,2402.34,1905.42,2042.42,4635.02,6428.23,5519.39,6800.98,5367.64,3357.66,3309.35,11852.03,8997.43,6831.53,7903.59,9247.88,6748.9,3821.63,18368.52,1191.92,1314.95,4959.3,2215.56,27-09-2013
1731,2417.923333,1900.016667,2051.456667,4647.613333,6427.663333,5529.826667,6811.94,5386.153333,3362.006667,3346.946667,11836.53333,9026.466667,6898.603333,7902.083333,9256.413333,6739.036667,3823.436667,18281.02333,1203.306667,1323.863333,4993.23,2218.413333,28-09-2013
1732,2433.506667,1894.613333,2060.493333,4660.206667,6427.096667,5540.263333,6822.9,5404.666667,3366.353333,3384.543333,11821.03667,9055.503333,6965.676667,7900.576667,9264.946667,6729.173333,3825.243333,18193.52667,1214.693333,1332.776667,5027.16,2221.266667,29-09-2013
1733,2449.09,1889.21,2069.53,4672.8,6426.53,5550.7,6833.86,5423.18,3370.7,3422.14,11805.54,9084.54,7032.75,7899.07,9273.48,6719.31,3827.05,18106.03,1226.08,1341.69,5061.09,2224.12,30-09-2013
1734,2370.18,1852.63,2016.57,4704,6402.14,5574.02,6817.56,5392.21,3358.38,3367.59,11701.12,8946.08,6950.71,7827.93,9276.97,6704.17,3775.13,18066.23,1219.05,1320.09,4913.75,2243.17,01-10-2013
1735,2405.07,1868.815,2041.57,4679.83,6431.22,5553.975,6817.185,5388.835,3358.95,3385.685,11804.345,8983.785,6953.605,7866.81,9283.285,6721.115,3805.92,18085.95,1209.44,1320.595,4862.725,2241.175,02-10-2013
1736,2439.96,1885,2066.57,4655.66,6460.3,5533.93,6816.81,5385.46,3359.52,3403.78,11907.57,9021.49,6956.5,7905.69,9289.6,6738.06,3836.71,18105.67,1199.83,1321.1,4811.7,2239.18,03-10-2013
1737,2402.12,1870.52,2071.81,4696,6460.8,5674.55,6823.12,5342.74,3375.53,3392.31,11984.74,9187.68,7136.84,7954.17,9221.45,6545.8,3887.68,17966.83,1228.26,1388.84,4801.61,2299.48,04-10-2013
1738,2397.136667,1871.883333,2059.606667,4675.103333,6447.006667,5631.3,6819.066667,5351.176667,3367.41,3374.98,11941.07333,9122.27,7086.7,7937.233333,9230.3,6610.523333,3858.07,17987.42333,1222.866667,1368.633333,4765.516667,2276.606667,05-10-2013
1739,2392.153333,1873.246667,2047.403333,4654.206667,6433.213333,5588.05,6815.013333,5359.613333,3359.29,3357.65,11897.40667,9056.86,7036.56,7920.296667,9239.15,6675.246667,3828.46,18008.01667,1217.473333,1348.426667,4729.423333,2253.733333,06-10-2013
1740,2387.17,1874.61,2035.2,4633.31,6419.42,5544.8,6810.96,5368.05,3351.17,3340.32,11853.74,8991.45,6986.42,7903.36,9248,6739.97,3798.85,18028.61,1212.08,1328.22,4693.33,2230.86,07-10-2013
1741,2390.44,1866.08,2029.39,4635.56,6418,5622.75,6857.57,5350.11,3343.42,3342.24,11730.09,8962.62,6983.68,7900.93,9252.74,6677.46,3788.29,17972.9,1248.5,1304.4,4625,2236.9,08-10-2013
1742,2441.04,1885.62,2071.34,4601.07,6452.64,5542.57,6837.09,5379.37,3350.94,3390.74,11871.03,9012.8,6982.68,7917.03,9303.26,6714.71,3825.98,18142.03,1199.83,1344.9,4647.62,2285.27,09-10-2013
1743,2401.52,1874.34,2033.29,4627,6432.76,5599.63,6861.8,5412,3334.46,3294.86,11806.67,8918.28,6953.84,7864.71,9287.73,6706.97,3776,18008.97,1207.15,1360.98,4536.89,2227.14,10-10-2013
1744,2410.86,1880.16,2040.66,4654.06,6494.82,5556.66,6839.8,5310.26,3349.57,3326.5,12059.61,9048.65,7050.21,8002.9,9262.44,6738.23,3845,17730.27,1190.1,1438.33,4379.71,2112.64,11-10-2013
1745,2394.42,1826.773333,1998.32,4609.206667,6498.866667,5575.036667,6858.44,5368.696667,3352.983333,3379.09,11960.74,9009.46,7020.486667,8017.266667,9287.73,6825.896667,3807.873333,18068.08667,1244.876667,1424.526667,4402.1,2216.413333,12-10-2013
1746,2377.98,1773.386667,1955.98,4564.353333,6502.913333,5593.413333,6877.08,5427.133333,3356.396667,3431.68,11861.87,8970.27,6990.763333,8031.633333,9313.02,6913.563333,3770.746667,18405.90333,1299.653333,1410.723333,4424.49,2320.186667,13-10-2013
